Name;Age;Class;Ticket;Joined;Job;Fate;Sex
BRADLEY, Mr Patrick Joseph;39;Engineering Crew;;Southampton;Fireman  ;Dead;M
BRADLEY, Mr T.;29;Deck Crew;;Southampton;Able Seaman  ;Dead;M
BRADSHAW, Mr John Albert Perkin;43;Victualling Crew;;Southampton;Plate Steward (1st Class) ;Dead;M
BRADY, Mr John Bertram;41;1st Class Passenger;"113054
£30 10s";Southampton; ;Dead;M
BRAF, Miss Elin Ester Maria;20;3rd Class Passenger;"347471
£7 17s 1d";Southampton;Servant  ;Dead;F
BRAILEY, Mr William Theodore Ronald;24;"2nd Class Passenger
Musician";250654;Southampton;Musician  ;Dead;M
BRAND, Mr;;"1st Class Passenger
Cross Channel Passenger";"8
£1 10s";Southampton; ;Survivor;M
BRANDEIS, Mr Emil Franklin;48;1st Class Passenger;"17591
£50 9s 11d";Cherbourg; ;Dead;M
BRAUND, Mr Lewis Richard;29;3rd Class Passenger;"3460
£7 11d";Southampton;Farm Labourer  ;Dead;M
BRAUND, Mr Owen Harris;23;3rd Class Passenger;"21171
£7 5s";Southampton;Ironmonger  ;Dead;M
BRENNAN, Mr Thomas;39;Engineering Crew;;Belfast;Leading Fireman  ;Survivor;M
BRERETON, Mr George Andrew;37;1st Class Passenger;"111427
£26 11s";Southampton; ;Survivor;M
BREWE, Dr Arthur Jackson;46;1st Class Passenger;"112379
£39 12s";Cherbourg; ;Dead;M
BREWER, Mr Harry;30;Engineering Crew;;Southampton;Trimmer  ;Dead;M
BREWSTER, Mr George Henry;52;Victualling Crew;;Belfast;Bedroom Steward (1st Class)  ;Dead;M
BRIANT, Mr Albert;34;Engineering Crew;;Southampton;Greaser  ;Dead;M
BRICE, Mr Walter Thomas;43;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
BRICOUX, Mr Roger Marie;20;"2nd Class Passenger
Musician";250654;Southampton;Musician  ;Dead;M
BRIDAN, Mr William;33;Engineering Crew;;Belfast;Fireman  ;Survivor;M
BRIDE, Mr Harold Sydney;22;Victualling Crew;;Belfast;Assistant Telegraphist  ;Survivor;M
BRIGHT, Mr Arthur John;42;Deck Crew;;Belfast;Quartermaster  ;Survivor;M
BRISTOW, Mr Harry;38;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
BRISTOW, Mr Robert Charles;31;Victualling Crew;;Southampton;3rd Class Steward  ;Dead;M
BRITO, Mr JosÃ Joaquim de;32;2nd Class Passenger;"244360
£13";Southampton; ;Dead;M
BROBÃCK, Mr Karl Rudolf;22;3rd Class Passenger;"350045
£7 15s 11d";Southampton;Decorator  ;Dead;M
BROCKLEBANK, Mr William Alfred;40;3rd Class Passenger;"364512
£8 1s";Southampton;Groom  ;Dead;M
BROOKMAN, Mr John Cress;28;Victualling Crew;;Southampton;3rd Class Steward  ;Dead;M
BROOKS, Mr J.;25;Engineering Crew;;Southampton;Trimmer  ;Dead;M
BROOM, Mr Herbert George;33;Victualling Crew;;Belfast;Bath Steward  ;Dead;M
BROOME, Mr Athol Frederick;31;Victualling Crew;;Southampton;Verandah Steward (1st Class)  ;Dead;M
BROWN, Miss Amelia Mary;18;"2nd Class Passenger
Servant";"248733
£13";Southampton;Cook (Personal)  ;Survivor;F
BROWN, Miss Edith Eileen;15;2nd Class Passenger;"29750
£39";Southampton;Scholar  ;Survivor;F
BROWN, Mr Edward;34;Victualling Crew;;Belfast;Saloon Steward  ;Survivor;M
BROWN, Mr John;28;Engineering Crew;;Southampton;Fireman  ;Dead;M
BROWN, Mr Joseph;30;Engineering Crew;;Southampton;Fireman  ;Dead;M
BROWN, Mr Thomas William Solomon;60;2nd Class Passenger;"29750
£39";Southampton;Hotelier  ;Dead;M
BROWN, Mr Walter James;41;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
BROWN, Mrs Caroline Lane;59;1st Class Passenger;"11769
£51 9s 7d";Southampton; ;Survivor;F
BROWN, Mrs Elizabeth Catherine;40;2nd Class Passenger;"29750
£39";Southampton; ;Survivor;F
BROWN, Mrs Margaret;44;1st Class Passenger;"17610
£27 14s 5d";Cherbourg; ;Survivor;F
BROWNE, Rev Francis M.;31;"1st Class Passenger
Cross Channel Passenger";"84
£4";Southampton; ;Survivor;M
BRYAN, Mr John;22;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
BRYHL, Miss Dagmar Jenny Ingeborg;20;2nd Class Passenger;"236853
£26";Southampton; ;Survivor;F
BRYHL, Mr Kurt Arnold Gottfrid;25;2nd Class Passenger;"236853
£26";Southampton; ;Dead;M
BUCKLEY, Miss Katherine;22;3rd Class Passenger;"329944
£7 5s 8d";Queenstown; ;Dead;F
BUCKLEY, Mr Daniel;21;3rd Class Passenger;"330920
£7 15s 17d";Queenstown;Farm Labourer  ;Survivor;M
BUCKLEY, Mr H. E.;34;Victualling Crew;;Southampton;Assistant Vegetable Cook  ;Dead;M
BUCKNELL, Mrs Emma Eliza;58;1st Class Passenger;"11813
£76 5s 10d";Cherbourg; ;Survivor;F
BULEY, Mr Edward John;26;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
BULL, Mr Walter Edward;37;Victualling Crew;;Southampton;Scullion  ;Dead;M
BULLEY, Mr Henry Ashburnham;22;Victualling Crew;;Southampton;Boots Steward (2nd class)  ;Dead;M
BUNNELL, Mr Wilfred James;21;Victualling Crew;;Belfast;Plate Steward  ;Dead;M
BURGESS, Mr Charles;18;Victualling Crew;;Southampton;Extra 3rd. Baker  ;Survivor;M
BURKE, Mr Jeremiah;19;3rd Class Passenger;"365222
£6 15s";Queenstown;Farm Labourer  ;Dead;M
BURKE, Mr Richard Edward;30;Victualling Crew;;Belfast;Lounge Steward (1st class)  ;Dead;M
BURKE, Mr William;40;Victualling Crew;;Belfast;Saloon Steward  ;Survivor;M
BURNESS, Mr Frank;43;Engineering Crew;;Belfast;Fireman  ;Survivor;M
BURNS, Miss Elizabeth Margaret;41;"1st Class Passenger
Servant";"16966
£134 10s";Cherbourg;Nursemaid  ;Survivor;F
BURNS, Miss Mary Delia;17;3rd Class Passenger;"330963
£7 17s 7d";Queenstown; ;Dead;F
BURNS, Mr John;32;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
BURNS, Mr William;38;Engineering Crew;;Belfast;Greaser  ;Survivor;M
BURR, Mr Ewart Sydenham;29;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Dead;M
BURRAGE, Mr Arthur Victor Edwards;20;Victualling Crew;;Southampton;Plate Steward  ;Survivor;M
BURROUGHS, Mr Arthur Peckham;35;Engineering Crew;;Southampton;Fireman  ;Dead;M
BURTON, Mr Edward John;35;Engineering Crew;;Southampton;Fireman  ;Dead;M
BUSS, Miss Kate;36;2nd Class Passenger;"27849
£13";Southampton; ;Survivor;F
BUTLER, Mr Reginald Fenton;26;2nd Class Passenger;"234686
£13";Southampton;Mechanical Engineer  ;Dead;M
BUTRUS-KA'WÄ, Mr Tannās;21;3rd Class Passenger;"2648
£7 4s 7d";Cherbourg;Shoemaker  ;Dead;M
BUTT, Major Archibald Willingham;46;1st Class Passenger;"113050
£26 11s";Southampton;Military  ;Dead;M
BUTT, Mr Robert Henry;22;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
BUTT, Mr William John;31;Engineering Crew;;Southampton;Fireman  ;Dead;M
BUTTERWORTH, Mr John;23;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
BYLES, Fr Thomas Roussel Davids;42;2nd Class Passenger;"244310
£13";Southampton;Priest / Minister  ;Dead;M
BYRNE, Mr James Edward;45;Victualling Crew;;Southampton;Bedroom Steward (2nd Class)  ;Dead;M
BYSTRÃM, Mrs Karolina;40;2nd Class Passenger;"236852
£13";Southampton; ;Survivor;F
BāLUS, Master Akar;7;3rd Class Passenger;"2678
£15 4s 11d";Cherbourg; ;Dead;M
BāLUS, Miss Nār al-'ayn;10;3rd Class Passenger;"2678
£15 4s 11d";Cherbourg; ;Dead;F
BāLUS, Mrs SultÄnah;40;3rd Class Passenger;"2678
£15 4s 11d";Cherbourg; ;Survivor;M
CACIC, Miss Manda;21;3rd Class Passenger;"315087
£8 13s 3d";Southampton;Farm Labourer  ;Dead;F
CACIC, Miss Marija;30;3rd Class Passenger;"315084
£8 13s 3d";Southampton;Farm Labourer  ;Dead;F
CACIC, Mr Jego Grga;18;3rd Class Passenger;"315091
£8 13s 3d";Southampton;Farmer  ;Dead;M
CACIC, Mr Luka;38;3rd Class Passenger;"315089
£8 13s 3d";Southampton;Farmer  ;Dead;M
CAIRNES, Mr Robert;50;Engineering Crew;;Belfast;Fireman  ;Survivor;M
CAIRNS, Mr Alexander Milne;28;"1st Class Passenger
Servant";"113798
£31";Southampton;Servant  ;Dead;M
CALDERHEAD, Mr Edward Pennington;42;1st Class Passenger;"17476
£26 5s 9d";Southampton; ;Survivor;M
CALDERWOOD, Mr Hugh;30;Engineering Crew;;Belfast;Trimmer  ;Dead;M
CALDWELL, Master Alden Gates;39;2nd Class Passenger;"248738
£29";Southampton; ;Survivor;M
CALDWELL, Mr Albert Francis;26;2nd Class Passenger;"248738
£29";Southampton; ;Survivor;M
CALDWELL, Mrs Sylvia Mae;28;2nd Class Passenger;"248738
£29";Southampton; ;Survivor;F
CALIC, Mr Jovo;17;3rd Class Passenger;"315093
£8 13s 3d";Southampton; ;Dead;M
CALIC, Mr Petar;17;3rd Class Passenger;"315086
£8 13s 3d";Southampton;Farm Labourer  ;Dead;M
CAMERON, Miss Clear Annie;35;2nd Class Passenger;"13528
£21";Southampton;Personal Maid  ;Survivor;F
CAMPBELL, Mr Donald Samuel;28;Victualling Crew;;Southampton;3rd Class Clerk  ;Dead;M
CAMPBELL, Mr William Henry;21;"2nd Class Passenger
Cross Channel Passenger";239853;Belfast; ;Dead;M
CANAVAN, Miss Mary;22;3rd Class Passenger;"364846
£7 15s";Queenstown; ;Dead;F
CANAVAN, Mr Patrick;21;3rd Class Passenger;"364858
£7 15s";Queenstown;General Labourer  ;Dead;M
CANDEE, Mrs Helen Churchill;52;1st Class Passenger;"17606
£27 8s 11d";Cherbourg; ;Survivor;F
CANN, Mr Ernest;29;3rd Class Passenger;"2152
£8 1s";Southampton;Miner  ;Dead;M
CANNER, Mr John;40;Engineering Crew;;Southampton;Fireman  ;Dead;M
CARAM, Mr Joseph;28;3rd Class Passenger;"2689
£14 9s 2d";Cherbourg;Merchant  ;Dead;M
CARAM, Mrs Maria Elias;18;3rd Class Passenger;"2689
£14 9s 2d";Cherbourg;Housekeeper  ;Dead;F
CARBINES, Mr William;19;2nd Class Passenger;"28424
£13";Southampton;Miner  ;Dead;M
CARDEZA, Mr Thomas Drake Martinez;36;1st Class Passenger;"17755
£512 6s 7d";Cherbourg;Gentleman  ;Survivor;M
CARDEZA, Mrs Charlotte Wardle;58;1st Class Passenger;"17755
£512 6s 7d";Cherbourg; ;Survivor;F
CARDWELL, Mr John;32;Engineering Crew;;Belfast;Fireman  ;Survivor;M
CARLSSON, Mr August Sigfrid;28;3rd Class Passenger;"350042
£7 15s 11d";Southampton;Farmer  ;Dead;M
CARLSSON, Mr Carl Robert;24;3rd Class Passenger;"350409
£7 17s 1d";Southampton;General Labourer  ;Dead;M
CARLSSON, Mr Frans Olof;33;1st Class Passenger;"695
£5";Southampton; ;Dead;M
CARNEY, Mr William;31;Victualling Crew;;Southampton;Lift Steward  ;Dead;M
CARR, Miss Jane;45;3rd Class Passenger;"368364
£7 15s";Queenstown; ;Dead;F
CARR, Mr Richard Stephen;27;Engineering Crew;;Southampton;Trimmer  ;Dead;M
CARRAU, Mr Francisco Mauro Severiano;27;1st Class Passenger;"113059
£47 2s";Southampton; ;Dead;M
CARRAU, Mr Francisco Mauro Severiano;17;1st Class Passenger;"113059
£47 2s";Southampton; ;Dead;M
CARRUTHERS, Mr Francis;;1st Class Passenger;;Belfast;Civil Servant  ;Survivor;M
CARSON, Mr James;36;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
CARTER, Fr Ernest Courtenay;54;2nd Class Passenger;"244252
£26";Southampton;Priest / Minister  ;Dead;M
CARTER, Master William Thornton II;11;1st Class Passenger;"113760
£120";Southampton; ;Survivor;M
CARTER, Miss Lucile Polk;13;1st Class Passenger;"113760
£120";Southampton; ;Survivor;F
CARTER, Mr James;46;Engineering Crew;;Southampton;Fireman  ;Dead;M
CARTER, Mr William Ernest;36;1st Class Passenger;"113760
£120";Southampton; ;Survivor;M
CARTER, Mrs Lilian;45;2nd Class Passenger;"244252
£26";Southampton; ;Dead;F
CARTER, Mrs Lucile;36;1st Class Passenger;"113760
£120";Southampton; ;Survivor;F
CARTWRIGHT, Mr James Edward;33;Victualling Crew;;Belfast;Saloon Steward  ;Dead;M
CARVER, Mr Alfred John;28;3rd Class Passenger;"370160
£7 5s";Southampton;Seaman  ;Dead;M
CASALI, Sig. Giulio;32;Restaurant Staff;;Southampton;Waiter  ;Dead;M
CASE, Mr Howard Brown;49;1st Class Passenger;"19924
£26";Southampton; ;Dead;M
CASEY, Mr Thomas;44;Engineering Crew;;Southampton;Trimmer  ;Dead;M
CASSEBEER, Mrs Eleanor Genevieve;36;1st Class Passenger;"17770
£27 14s 5d";Cherbourg; ;Survivor;F
CASSIDY, Mr William J.;;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
CASSWILL, Mr Charles;34;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
CASTLEMAN, Mr Edward;37;Engineering Crew;;Southampton;Greaser  ;Dead;M
CATON, Miss Annie;33;Victualling Crew;;Southampton;Turkish Bath Stewardess  ;Survivor;F
CAUNT, Mr William Ewart;28;Victualling Crew;;Southampton;Grill Cook  ;Dead;M
CAVE, Mr Herbert;39;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
CAVELL, Mr George Henry;22;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
CAVENDISH, Mr Tyrell William;36;1st Class Passenger;"19877
£78 17s";Southampton; ;Dead;M
CAVENDISH, Mrs Julia Florence;25;1st Class Passenger;"19877
£78 17s";Southampton; ;Survivor;F
CECIL, Mr Charles Thomas;21;Victualling Crew;;Southampton;Steward  ;Dead;M
CELOTTI, Mr Francesco;24;3rd Class Passenger;"343275
£8 1s";Southampton;Stoker  ;Dead;M
CHABOISSON, Mr Adrien Finnin;25;Restaurant Staff;;Southampton;Roast Cook  ;Dead;M
CHAFFEE, Mr Herbert Fuller;46;1st Class Passenger;"5734
£61 3s 6d";Southampton; ;Dead;M
CHAFFEE, Mrs Carrie Constance;47;1st Class Passenger;"5734
£61 3s 6d";Southampton; ;Survivor;F
CHAMBERS, Mr Norman Campbell;27;1st Class Passenger;"113806
£53 2s";Southampton; ;Survivor;M
CHAMBERS, Mrs Bertha;32;1st Class Passenger;"113806
£53 2s";Southampton; ;Survivor;F
CHAPMAN, Mr Charles Henry;52;2nd Class Passenger;"248731
£13 10s";Southampton; ;Dead;M
CHAPMAN, Mr John Henry;37;2nd Class Passenger;"29037
£26";Southampton;Farmer  ;Dead;M
CHAPMAN, Mr Joseph Charles;32;Victualling Crew;;Southampton;Boots steward, 2nd class  ;Survivor;M
CHAPMAN, Mrs Sarah Elizabeth;29;2nd Class Passenger;"29037
£26";Southampton; ;Dead;F
CHARMAN, Mr John James;25;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
CHARTERS, Mr David;20;3rd Class Passenger;"13032
£7 14s 8d";Queenstown;General Labourer  ;Dead;M
CHAUDANSON, Miss Victorine;36;"1st Class Passenger
Servant";"17608
£262 7s 6d";Cherbourg;Personal Maid  ;Survivor;F
CHERRETT, Mr William Victor;25;Engineering Crew;;Southampton;Fireman  ;Dead;M
CHERRY, Miss Gladys;30;1st Class Passenger;"110152
£86 10s";Southampton;Of Independent Means  ;Survivor;F
CHEVERS, Mr William;28;Engineering Crew;;Belfast;Fireman  ;Survivor;M
CHEVERTON, Mr William Frederick;28;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
CHEVRÉ , Mr Paul Romaine Marie Léonce;45;1st Class Passenger;"17594
£29 14s";Cherbourg;Sculptor  ;Survivor;M
CHIBNALL, Mrs Edith Martha Bowerman;48;1st Class Passenger;"113505
£55";Southampton;Of Independent Means  ;Survivor;F
CHIP, Mr Chang;32;3rd Class Passenger;"1601
£56 9s 11d";Southampton;Seaman  ;Survivor;M
CHISHOLM, Mr Roderick Robert Crispin;43;"1st Class Passenger
H&W Guarantee Group";112051;Belfast;Draughtsman  ;Dead;M
CHISNALL, Mr George Alexander;37;Engineering Crew;;Belfast;Boilermaker  ;Dead;M
CHITTY, Mr Archibald George;29;Victualling Crew;;Southampton;Third Class Steward  ;Dead;M
CHITTY, Mr George Henry;50;Victualling Crew;;Southampton;Baker  ;Dead;M
CHORLEY, Mr John Henry;25;Engineering Crew;;Southampton;Fireman  ;Dead;M
CHRISTMANN, Mr Emil;29;3rd Class Passenger;"343276
£8 1s";Southampton;Clerk  ;Dead;M
CHRISTMAS, Mr Herbert Harry;34;Victualling Crew;;Southampton;Assistant Saloon Steward (2nd class)  ;Dead;M
CHRISTY, Miss Rachel Juli Cohen;25;2nd Class Passenger;"237789
£30";Southampton; ;Survivor;F
CHRISTY, Mrs Alice Frances;52;2nd Class Passenger;"237789
£30";Southampton; ;Survivor;F
CHRONOPOULOS, Mr Apostolos M.;26;3rd Class Passenger;"2680
£14 9s 1d";Cherbourg;General Labourer  ;Dead;M
CHRONOPOULOS, Mr Dimitrios M.;21;3rd Class Passenger;"2680
£14 9s 1d";Cherbourg;General Labourer  ;Dead;M
CLARK, Mr Walter Miller;27;1st Class Passenger;"13508
£136 15s 7d";Cherbourg; ;Dead;M
CLARK, Mr William;40;Engineering Crew;;Southampton;Fireman  ;Survivor;M
CLARK, Mrs Virginia Estelle;26;1st Class Passenger;"13508
£136 15s 7d";Cherbourg; ;Survivor;F
CLARKE, Mr Charles Valentine;29;2nd Class Passenger;"2003
£26";Southampton;Dairy Worker  ;Dead;M
CLARKE, Mr John Frederick Preston;28;"2nd Class Passenger
Musician";250654;Southampton;Musician  ;Dead;M
CLARKE, Mrs Ada Maria;28;2nd Class Passenger;"2003
£27";Southampton; ;Survivor;F
CLEAVER, Miss Alice Catherine;22;"1st Class Passenger
Servant";"113781
£151 16s";Southampton;Nursemaid  ;Survivor;F
CLELAND, Mr James;29;Engineering Crew;;Belfast;Fireman  ;Survivor;M
CLENCH, Mr Frederick Charles;33;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
CLENCH, Mr George James;31;Deck Crew;;Southampton;Able Seaman  ;Dead;M
CLIFFORD, Mr George Quincy;40;1st Class Passenger;"110465
£52";Southampton; ;Dead;M
COCHRANE, Mr Robert;40;Engineering Crew;;Belfast;Fireman  ;Survivor;M
COE, Mr Harry;22;Engineering Crew;;Southampton;Trimmer  ;Dead;M
COELHO, Mr Domingos Fernandeo;20;3rd Class Passenger;"3101307
£7 1s";Southampton;General Labourer  ;Dead;M
COFFEY, Mr John;23;Engineering Crew;;Southampton;Fireman  ;Survivor;M
COHEN, Mr Gurshon;18;3rd Class Passenger;"3540
£8 1s";Southampton;Printer / Compositor  ;Survivor;M
COLBERT, Mr Patrick;24;3rd Class Passenger;"371109
£7 5s";Queenstown;General Labourer  ;Dead;M
COLEFF, Mr Satio;24;3rd Class Passenger;"349209
£7 17s 11d";Southampton;General Labourer  ;Dead;M
COLEMAN, Mr Albert Edward;29;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Dead;M
COLEMAN, Mr John;58;Engineering Crew;;Belfast;Engineers' Mess steward  ;Dead;M
COLERIDGE, Mr Reginald Charles;29;2nd Class Passenger;"14263
£10 10s";Southampton;Advertising Consultant  ;Dead;M
COLGAN, Mr E. Joseph;33;Victualling Crew;;Southampton;Scullion  ;Survivor;M
COLLANDER, Mr Erik Gustaf;27;2nd Class Passenger;"248740
£13";Southampton; ;Dead;M
COLLETT, Mr Sidney Clarence Stuart;25;2nd Class Passenger;"28034
£10 10s";Southampton; ;Survivor;M
COLLEY, Mr Edward Pomeroy;37;1st Class Passenger;"5727
£25 11s 9d";Southampton;Civil Engineer  ;Dead;M
COLLINS, Mr John;38;Engineering Crew;;Southampton;Fireman  ;Survivor;M
COLLINS, Mr John;17;Victualling Crew;;Southampton;Scullion  ;Survivor;M
COLLIS, Mr;;"1st Class Passenger
Cross Channel Passenger";7;Southampton; ;Survivor;M
COLLYER, Miss Marjorie Lottie;8;2nd Class Passenger;"31921
£26 5s";Southampton; ;Survivor;F
COLLYER, Mr Harvey;31;2nd Class Passenger;"31921
£26 5s";Southampton;Grocer  ;Dead;M
COLLYER, Mrs Charlotte Caroline;30;2nd Class Passenger;"31921
£26 5s";Southampton; ;Survivor;F
COLTCHEFF, Mr Peju;36;3rd Class Passenger;"349210
£7 17s 11d";Southampton;General Labourer  ;Dead;M
COMBES, Mr George;34;Engineering Crew;;Southampton;Fireman  ;Survivor;M
COMPTON, Miss Sara Rebecca;39;1st Class Passenger;"17756
£83 3s 2d";Cherbourg; ;Survivor;F
COMPTON, Mr Alexander Taylor jr;37;1st Class Passenger;"17756
£83 3s 2d";Cherbourg; ;Dead;M
COMPTON, Mrs Mary Eliza;64;1st Class Passenger;"17756
£83 3s 2d";Cherbourg; ;Survivor;F
CONLIN, Mr Thomas Henry;31;3rd Class Passenger;"21332
£7 14s 8d";Queenstown;General Labourer  ;Dead;M
CONNAUGHTON, Mr Michael;40;3rd Class Passenger;"335097
£7 15s";Queenstown;Bus Driver  ;Dead;M
CONNOLLY, Miss Catherine;23;3rd Class Passenger;"370373
£7 15s";Queenstown; ;Survivor;F
CONNOLLY, Miss Kate;41;3rd Class Passenger;"330972
£7 12s 7d";Queenstown; ;Dead;F
CONNOR, Mr James;46;Engineering Crew;;Belfast;Greaser  ;Survivor;M
CONNOR, Mr Thomas;39;Engineering Crew;;Belfast;Fireman  ;Survivor;M
CONNORS, Mr Patrick;66;3rd Class Passenger;"370369
£7 15s";Queenstown;Farm Labourer  ;Dead;M
CONWAY, Mr Percy Walter;25;Victualling Crew;;Belfast;Saloon Steward (2nd class)  ;Dead;M
COOK, Mr Gilbert William;32;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
COOK, Mr Jacob;43;3rd Class Passenger;"3536
£8 1s";Southampton;Wood Carver  ;Dead;M
COOK, Mrs Selena;22;2nd Class Passenger;"14266
£10 10s";Southampton; ;Survivor;F
COOMBS, Mr Charles Augustus;45;Victualling Crew;;Southampton;Assistant Cook  ;Dead;M
COOPER, Mr Harry;26;Engineering Crew;;Southampton;Fireman  ;Dead;M
COOPER, Mr James Edward;26;Engineering Crew;;Southampton;Trimmer  ;Dead;M
COPPERTHWAITE, Mr Albert Harry;28;Engineering Crew;;Southampton;Fireman  ;Dead;M
COR, Mr Bartol;35;3rd Class Passenger;"349230
£7 17s 11d";Southampton;General Labourer  ;Dead;M
COR, Mr Ivan;27;3rd Class Passenger;"349229
£7 17s 11d";Southampton;General Labourer  ;Dead;M
